"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL1940644";"";"None";"557.65";"2";"6.35";"20";"Cc1noc(C)c1-c1ccccc1CN(C(=O)c1ccc(-c2ccc(C#N)cc2)o1)c1ccc(N2CCNCC2)cc1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"13.77";"0.25";"1.33";"7.79";"0";"CHEMBL1943215";"Inhibition of human MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1938266";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL272096";"";"None";"334.38";"0";"2.67";"25d";"CC1CNC(=O)c2cc3ccc(C(=O)Nc4cccnc4)cc3n2C1";"IC50";"'='";"320.0";"nM";"6.50";"";"";"UO_0000065";"19.42";"0.35";"3.82";"8.54";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL404224";"";"None";"341.40";"0";"1.42";"(R)-4b";"NC[C@@H]1Cn2c(cc3ccc(C(=O)Nc4nccs4)cc32)C(=O)N1";"IC50";"'='";"160.0";"nM";"6.80";"";"";"UO_0000065";"19.91";"0.39";"5.38";"6.66";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL257321";"";"None";"320.35";"0";"2.42";"4d";"CC1Cn2c(cc3ccc(C(=O)Nc4cccnc4)cc32)C(=O)N1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"18.48";"0.34";"3.50";"7.79";"0";"CHEMBL933195";"Inhibition of MK2 by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142274";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL2017444";"";"None";"416.31";"0";"4.92";"4";"O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2Cl)o1";"IC50";"'='";"7600.0";"nM";"5.12";"";"";"UO_0000065";"12.30";"0.25";"0.20";"8.90";"0";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
"CHEMBL1392696";"";"None";"395.89";"0";"4.60";"11";"CN1CCN(c2ccc(NC(=O)c3ccc(-c4ccc(Cl)cc4)o3)cc2)CC1";"IC50";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"13.19";"0.25";"0.62";"10.72";"0";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
"CHEMBL2017461";"";"None";"423.94";"1";"5.06";"22";"CC(C)N(C(=O)c1ccc(-c2ccc(Cl)cc2)o1)c1ccc(N2CCNCC2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"13.97";"0.27";"0.86";"12.15";"0";"CHEMBL2019904";"Inhibition of MK2 using Acam peptide as substrate incubated for 30 mins prior to substrate addition measured after 10 mins using 100 uM ATP by DELFIA assay";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2016522";"1";"Scientific Literature";"ACS Med Chem Lett";"2011";"None";""
"CHEMBL3962170";"";"None";"510.97";"2";"6.11";"BDBM235962";"Cc1cnc(-c2ccnc(C(C)(C)C)n2)cc1-n1c(C)cc(OCc2ccc(F)cc2F)c(Cl)c1=O";"IC50";"'='";"121.0";"nM";"6.92";"";"411210";"UO_0000065";"13.54";"0.26";"0.81";"9.90";"0";"CHEMBL3888628";"Inhibition Assay: Kinase reactions is carried out in a 384-well plate (Matrical, MP101-1-PP) in 20 mM HEPES pH 7.5, 10 mM MgCl2, 0.0005% Tween-20, 0.01% BSA, 1 mM DTT, and 2% DMSO. The inhibitor concentration is varied between 0.02-30,000 nM, while the Hsp27 peptide substrate and MgATP are held constant at 1 μM and 10 μM, respectively. Activated p38α is added to a final concentration of 20 pM for reactions with nonphosphorylated 1 nM His6-MK2 in the cascade reaction. For the p38α/PRAK cascade, unactivated GST-PRAK is held constant at 1 nM while p38α is added in to a final concentration of 20 pM. Kinase reactions are incubated at room temperature and quenched after 30 minutes by the addition of stop buffer (180 mM HEPES, 30 mM EDTA, and 0.2% Coating Reagent-3). Under these conditions, approximately 20% of the substrate Hsp27 peptide is phosphorylated. Reactions are initiated by the addition of activated p38α except for preincubation experiments, where reactions are initiated by the addition of Hsp27 peptide and MgATP. Preincubation of p38α with inhibitor or p38α with unactivated His6-MK2 or unactivated GST-PRAK and inhibitor are performed at 2X final assay concentrations at room temperature 240 minutes prior to adding ATP and Hsp27 peptide to initiate catalysis.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886785";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL2338333";"";"None";"291.35";"0";"2.46";"5, UBS109";"CN1C/C(=C\c2ccccn2)C(=O)/C(=C/c2ccccn2)C1";"IC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"17.19";"0.31";"2.55";"10.87";"0";"CHEMBL2344111";"Inhibition of recombinant MAPKAPK2 (unknown origin) by FRET-based Z'-LYTE assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2331439";"1";"Scientific Literature";"J Med Chem";"2013";"None";""
"CHEMBL604510";"";"None";"433.52";"0";"4.57";"14f";"Cn1ccc2ccc(-c3cccc(-n4cc(-c5ccc6c(c5)CCNC6=O)c(N)n4)c3)cc21";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"15.08";"0.27";"1.97";"8.40";"0";"CHEMBL1071091";"Inhibition of human MK2 by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159125";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL599682";"";"None";"410.48";"0";"4.08";"14b";"COc1cccc(-c2cccc(-n3cc(-c4ccc5c(c4)CCNC5=O)c(N)n3)c2)c1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"16.43";"0.30";"2.66";"8.21";"0";"CHEMBL1071091";"Inhibition of human MK2 by FRET assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1159125";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL388978";"STAUROSPORINE";"None";"466.54";"0";"4.35";"Staurosporine";"CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"11.72";"0.21";"1.12";"7.87";"0";"CHEMBL1071873";"Displacement of [8-3H]ATP from human recombinant MK2 (41-364) by scintillation proximity assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153133";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL2036602";"";"None";"563.06";"2";"6.36";"19";"Clc1ccc(-c2ccc(C3=NOC(c4cnc(-c5ccccc5)nc4)N3c3ccc(N4CCNCC4)cc3)o2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"10.52";"0.20";"-0.44";"7.49";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL2036612";"";"None";"581.05";"2";"6.50";"29";"Fc1cc(-c2ccc(C3=NOC(c4ccccc4-c4cncnc4)N3c3ccc(N4CCNCC4)cc3)o2)ccc1Cl";"IC50";"'='";"220.0";"nM";"6.66";"";"";"UO_0000065";"11.46";"0.22";"0.16";"8.43";"0";"CHEMBL2040538";"Inhibition of MK2 using 5TAMRA-KKLNRTLSVA-COOH as substrate incubated for 30 mins prior to substrate addition measured after 30 mins by immobilized metal ion affinity-based fluorescence polarization assay in presence of 100 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034849";"1";"Scientific Literature";"ACS Med Chem Lett";"2012";"None";""
"CHEMBL1783684";"";"None";"362.67";"0";"3.51";"8e";"Nc1ncc(Cl)nc1CNC(=S)Nc1cc(Cl)cc(Cl)c1";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"12.60";"0.30";"1.06";"6.02";"0";"CHEMBL1786602";"Inhibition of MK2 using biotin-LCAYSRALSRQLSSGVSEIRH substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782048";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL1783703";"";"None";"328.40";"0";"1.35";"11c";"Cc1cnc(N)c(CNC(=S)Nc2ccc3c(c2)CC(=O)N3)n1";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"13.91";"0.27";"3.22";"4.35";"0";"CHEMBL1786602";"Inhibition of MK2 using biotin-LCAYSRALSRQLSSGVSEIRH substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782048";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL3706788";"";"None";"331.34";"0";"2.63";"1a";"COc1ccc2c(c1)Oc1cc(N)c(C#N)c(N)c1C2C(C#N)C#N";"IC50";"'='";"1940.0";"nM";"5.71";"";"";"UO_0000065";"17.24";"0.31";"3.08";"4.03";"0";"CHEMBL832345";"Concentration of 50% inhibition by compound towards mitogen activated protein kinase -activated protein kinase 2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142035";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";""
"CHEMBL2164000";"";"None";"388.88";"0";"4.26";"20";"Cc1cc2nc(N[C@H]3CC[C@H](N)CC3)cc(Nc3ccc(F)c(Cl)c3)n2n1";"IC50";"'>'";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2167126";"Inhibition of MAPKAP-K2 using KKLNRTLSVA as substrate and [33P]-gamma-ATP after 30 mins by liquid scintillation counter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163300";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL1801274";"";"None";"333.37";"0";"3.27";"10C";"O=C1NCCc2[nH]c3c(c21)CCc1cnc(-c2cccc(F)c2)cc1-3";"IC50";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"24.29";"0.44";"4.83";"14.01";"0";"CHEMBL1805885";"Inhibition of human MK2 using biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL1801312";"";"None";"402.47";"0";"2.92";"30";"CN1CC2(CNC(=O)c3c4c(n(C)c32)-c2cc(-c3ccccc3F)ncc2CC4)C1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.59";"0.36";"4.97";"15.72";"0";"CHEMBL1805885";"Inhibition of human MK2 using biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL2163992";"";"None";"416.93";"0";"4.90";"27";"CCCc1c(N[C@H]2CC[C@H](N)CC2)nc2ccnn2c1Nc1ccc(F)c(Cl)c1";"IC50";"'='";"600.0";"nM";"6.22";"";"";"UO_0000065";"14.92";"0.29";"1.32";"7.75";"0";"CHEMBL2167126";"Inhibition of MAPKAP-K2 using KKLNRTLSVA as substrate and [33P]-gamma-ATP after 30 mins by liquid scintillation counter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163300";"1";"Scientific Literature";"J Med Chem";"2012";"None";""
"CHEMBL247510";"";"None";"326.38";"0";"2.72";"37";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nccs4)cc3c21";"IC50";"'='";"820.0";"nM";"6.09";"";"";"UO_0000065";"18.65";"0.36";"3.37";"7.01";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL246696";"";"None";"375.47";"0";"4.56";"50";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cccc(C(C)(C)C)c4)cc3c21";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL1801291";"";"None";"402.47";"0";"3.30";"17A";"CCN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccccc4F)cc3-2)C1";"IC50";"'<'";"3.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1805885";"Inhibition of human MK2 using biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL272072";"";"None";"453.52";"0";"2.56";"21";"CC1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CCOCC5)cs4)cc3n21";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"17.47";"0.34";"5.36";"6.93";"0";"CHEMBL949020";"Inhibition of MK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143865";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL1801307";"";"None";"390.42";"0";"1.70";"26E";"CN1CC2(CNC(=O)c3c2[nH]c2c3CCc3cnc(-c4ccc(F)nc4)nc3-2)C1";"IC50";"'='";"7.0";"nM";"8.15";"";"";"UO_0000065";"20.89";"0.38";"6.45";"9.40";"0";"CHEMBL1805885";"Inhibition of human MK2 using biotinyl-AYSRALSRQLSSGVSEIRCOOH as substrate after 45 mins by FRET analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1799987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL246082";"";"None";"377.40";"0";"3.05";"65";"COC(=O)c1ccc(NC(=O)c2ccc3[nH]c4c(c3c2)C(C)CNC4=O)cc1";"IC50";"'='";"930.0";"nM";"6.03";"";"";"UO_0000065";"15.98";"0.29";"2.98";"6.01";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL394262";"";"None";"337.35";"0";"3.41";"44";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4ccccc4F)cc3c21";"IC50";"'='";"9700.0";"nM";"5.01";"";"";"UO_0000065";"14.86";"0.27";"1.60";"6.78";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL245485";"";"None";"384.42";"0";"2.51";"70";"COC(=O)c1csc(NC(=O)c2ccc3[nH]c4c(c3c2)C(C)CNC4=O)n1";"IC50";"'='";"750.0";"nM";"6.12";"";"";"UO_0000065";"15.93";"0.31";"3.61";"5.41";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL523586";"";"None";"473.37";"0";"4.49";"44";"NC[C@H](Cc1cccc(F)c1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"11.83";"0.26";"1.11";"6.69";"0";"CHEMBL959254";"Inhibition of MAPKAPK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153968";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL2385544";"";"None";"551.65";"2";"6.04";"2o";"N#Cc1ccc(-c2cc3c(o2)C(=O)N(Cc2ccccc2-c2cccnc2)c2ccc(N4CCNCC4)cc2C3)cc1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"13.92";"0.25";"1.64";"8.99";"0";"CHEMBL2389966";"Inhibition of MK2 (unknown origin) phosphorylation using TAMRA labeled peptide as substrate incubated 30 mins before substrate addition measured after 30 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2384992";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL245682";"";"None";"369.41";"0";"1.82";"73";"CC1CNC(=O)c2[nH]c3ccc(C(=O)Nc4ncc(C(N)=O)s4)cc3c21";"IC50";"'='";"120.0";"nM";"6.92";"";"";"UO_0000065";"18.73";"0.36";"5.10";"5.32";"0";"CHEMBL923957";"Inhibition of MK2 after 30 mins by DELFIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140661";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";""
"CHEMBL3704901";"ZUNSEMETINIB";"2.0";"513.93";"1";"4.44";"BDBM175242";"Cc1cnc(-c2ccnc(C(C)(C)O)n2)cc1-n1c(C)cc(OCc2ncc(F)cc2F)c(Cl)c1=O";"IC50";"'='";"21.0";"nM";"7.68";"";"321193";"UO_0000065";"14.94";"0.29";"3.24";"7.45";"0";"CHEMBL3706225";"IMAP Assay: The ability of compounds to inhibit activated phospho-p38alpha is evaluated using a p38alpha /MK2 and a p38alpha /PRAK cascade assay format. The kinase activity of p38alpha is determined by its ability to phosphorylate GST-MK2 or GST-PRAK. Activation of MK2 or PRAK by p38alpha is quantitated by measuring the phosphorylation of a fluorescently-labeled, MK2/PRAK specific peptide substrate, Hsp27 peptide (FITC-KKKALSRQLSVAA). The phosphorylation of the Hsp27 peptide is quantified using IMAP technology (Molecular Devices, Sunnyvale Calif.). Kinase reactions are carried out in a 384-well plate (Greiner, 781280) in 20 mM HEPES pH 7.5, 10 mM MgCl2, 0.01% Triton X-100, 0.01% BSA, 1 mM DTT, and 2% DMSO. The inhibitor concentration is varied between 0.02-30,000 nM, while the Hsp27 peptide substrate and MgATP are held constant at 1 uM and 10 uM, respectively. Activated p38alpha is added to a final concentration of 30 uM for reactions with nonphosphorylated 1 nM GST-MK2.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638763";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL518824";"";"None";"329.36";"0";"3.07";"10";"Nc1nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc2c(=O)[nH]1";"IC50";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"19.85";"0.36";"3.47";"6.51";"0";"CHEMBL955774";"Inhibition of human MK2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152141";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL489058";"";"None";"558.15";"2";"6.43";"5m";"CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL991666";"Inhibition of MK2 in presence of 1 uM ATP";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142456";"1";"Scientific Literature";"Bioorg Med Chem";"2008";"None";""
"CHEMBL1783695";"";"None";"389.48";"0";"3.17";"10d";"Cc1cnc(N)c(CNC(=S)Nc2ccc(OC(=O)OC(C)(C)C)cc2)n1";"IC50";"'='";"2900.0";"nM";"5.54";"";"";"UO_0000065";"14.22";"0.28";"2.37";"4.97";"0";"CHEMBL1786602";"Inhibition of MK2 using biotin-LCAYSRALSRQLSSGVSEIRH substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782048";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
"CHEMBL1783551";"";"None";"313.86";"0";"2.40";"3f";"Nc1ncc(Cl)nc1CNC(=S)NC1CCCCCC1";"IC50";"'='";"35000.0";"nM";"4.46";"";"";"UO_0000065";"14.20";"0.30";"2.06";"5.87";"0";"CHEMBL1786602";"Inhibition of MK2 using biotin-LCAYSRALSRQLSSGVSEIRH substrate";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2208";"MAP kinase-activated protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1782048";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";""
